name,url,rating,location,city,area,cuisine,price,reviews,restaurant_type,num_ratings,online_delivery,table_booking,avg_cost_for_two,is_delivering_now,switch_to_order_menu
Cibo,https://www.zomato.com/madurai/periyar-restaurants?page=1,4.2,"Periyar, Madurai",Madurai,Periyar,"South Indian, Continental, Asian, Mexican, Chinese, Seafood, Desserts, Beverages",Medium,1759,Dessert,2472,Yes,No,1000.0,No,Yes
KFC,https://www.zomato.com/madurai/periyar-restaurants?page=1,3.6,"Periyar, Madurai",Madurai,Periyar,"Burger, Fast Food, Rolls",Medium,3683,Casual Dining,4259,Yes,Yes,450.0,Yes,Yes
Madurai Kitchen - Courtyard By Marriott,https://www.zomato.com/madurai/periyar-restaurants?page=2,4.6,"Periyar, Madurai",Madurai,Periyar,"North Indian, South Indian, Chinese, Continental, Italian, Fast Food, Beverages",High,1855,Fine Dining,2698,No,Yes,1800.0,No,No
Chinese Wok,https://www.zomato.com/madurai/periyar-restaurants?page=2,4.0,"Periyar, Madurai",Madurai,Periyar,Chinese,Low,1692,Fast Food,3046,No,No,300.0,No,No
Barbeque Nation,https://www.zomato.com/madurai/periyar-restaurants?page=2,4.7,"Periyar, Madurai",Madurai,Periyar,"North Indian, BBQ, Kebab, Biryani",High,849,Fine Dining,1691,No,Yes,1800.0,No,No
Kumar Mess,https://www.zomato.com/madurai/periyar-restaurants?page=2,4.5,"Periyar, Madurai",Madurai,Periyar,"North Indian, South Indian, Mughlai, Biryani",Medium,888,Casual Dining,2484,No,Yes,500.0,No,No
Zaitoon,https://www.zomato.com/madurai/periyar-restaurants?page=2,4.5,"Periyar, Madurai",Madurai,Periyar,"Arabian, South Indian, North Indian, Lebanese, Kebab, Chinese, Desserts, Beverages",Medium,2342,Dessert,2616,No,No,500.0,No,No
Amman Veg Restaurant,https://www.zomato.com/madurai/periyar-restaurants?page=2,3.9,"Periyar, Madurai",Madurai,Periyar,"Chinese, South Indian, Sichuan",Low,2045,Fast Food,2677,Yes,No,200.0,No,Yes
Amsavalli Bhavan,https://www.zomato.com/madurai/periyar-restaurants?page=2,3.9,"Periyar, Madurai",Madurai,Periyar,Biryani,Medium,1794,Casual Dining,3665,Yes,No,400.0,Yes,Yes
Cibo,https://www.zomato.com/madurai/periyar-restaurants?page=2,4.2,"Periyar, Madurai",Madurai,Periyar,"South Indian, Continental, Asian, Mexican, Chinese, Seafood, Desserts, Beverages",Medium,479,Dessert,812,Yes,No,1000.0,Yes,Yes
KFC,https://www.zomato.com/madurai/periyar-restaurants?page=2,3.6,"Periyar, Madurai",Madurai,Periyar,"Burger, Fast Food, Rolls",Medium,1157,Casual Dining,1693,Yes,Yes,450.0,Yes,Yes
Epar Bangla Opar Bangla,https://www.zomato.com/durgapur/durgapur-locality-restaurants?page=1,4.2,"Durgapur Locality, Durgapur",Durgapur,Durgapur Locality,,Low,1535,Casual Dining,1706,No,No,200.0,No,No
Monginis Cake Shop,https://www.zomato.com/durgapur/durgapur-locality-restaurants?page=1,4.3,"Durgapur Locality, Durgapur",Durgapur,Durgapur Locality,,Low,1475,Casual Dining,2114,Yes,No,200.0,Yes,Yes
Hestia Bakehouse,https://www.zomato.com/durgapur/durgapur-locality-restaurants?page=1,4.4,"Durgapur Locality, Durgapur",Durgapur,Durgapur Locality,,Low,2951,Casual Dining,3390,Yes,Yes,150.0,Yes,Yes
WOW! Chicken By WOW! Momo,https://www.zomato.com/durgapur/durgapur-locality-restaurants?page=1,3.9,"Durgapur Locality, Durgapur",Durgapur,Durgapur Locality,,Low,681,Casual Dining,775,Yes,No,150.0,Yes,Yes
Domino's Pizza,https://www.zomato.com/durgapur/durgapur-locality-restaurants?page=1,4.3,"Durgapur Locality, Durgapur",Durgapur,Durgapur Locality,,Low,1704,Casual Dining,1916,Yes,Yes,100.0,Yes,Yes
Live Barbeque,https://www.zomato.com/durgapur/durgapur-locality-restaurants?page=1,3.6,"Durgapur Locality, Durgapur",Durgapur,Durgapur Locality,,Low,125,Casual Dining,152,No,No,200.0,No,No
Burger King,https://www.zomato.com/durgapur/durgapur-locality-restaurants?page=1,4.4,"Durgapur Locality, Durgapur",Durgapur,Durgapur Locality,,Low,2119,Casual Dining,2676,No,No,150.0,No,No
Theque,https://www.zomato.com/durgapur/durgapur-locality-restaurants?page=1,4.1,"Durgapur Locality, Durgapur",Durgapur,Durgapur Locality,,Low,1296,Casual Dining,1662,No,Yes,200.0,No,No
The Legend  Talk Of The City,https://www.zomato.com/durgapur/durgapur-locality-restaurants?page=1,3.8,"Durgapur Locality, Durgapur",Durgapur,Durgapur Locality,,Low,615,Casual Dining,1179,Yes,No,250.0,Yes,Yes
Epar Bangla Opar Bangla,https://www.zomato.com/durgapur/durgapur-locality-restaurants?page=2,4.2,"Durgapur Locality, Durgapur",Durgapur,Durgapur Locality,,Low,474,Casual Dining,1571,No,No,200.0,No,No
Monginis Cake Shop,https://www.zomato.com/durgapur/durgapur-locality-restaurants?page=2,4.3,"Durgapur Locality, Durgapur",Durgapur,Durgapur Locality,,Low,1854,Casual Dining,2280,Yes,Yes,200.0,No,Yes
Hestia Bakehouse,https://www.zomato.com/durgapur/durgapur-locality-restaurants?page=2,4.4,"Durgapur Locality, Durgapur",Durgapur,Durgapur Locality,,Low,212,Casual Dining,491,Yes,Yes,150.0,Yes,Yes
WOW! Chicken By WOW! Momo,https://www.zomato.com/durgapur/durgapur-locality-restaurants?page=2,3.9,"Durgapur Locality, Durgapur",Durgapur,Durgapur Locality,,Low,1381,Casual Dining,2731,Yes,Yes,150.0,No,Yes
Domino's Pizza,https://www.zomato.com/durgapur/durgapur-locality-restaurants?page=2,4.3,"Durgapur Locality, Durgapur",Durgapur,Durgapur Locality,,Low,1170,Casual Dining,1881,Yes,Yes,100.0,Yes,Yes
Live Barbeque,https://www.zomato.com/durgapur/durgapur-locality-restaurants?page=2,3.6,"Durgapur Locality, Durgapur",Durgapur,Durgapur Locality,,Low,1056,Casual Dining,1777,No,No,200.0,No,No
Burger King,https://www.zomato.com/durgapur/durgapur-locality-restaurants?page=2,4.4,"Durgapur Locality, Durgapur",Durgapur,Durgapur Locality,,Low,2471,Casual Dining,3216,Yes,Yes,150.0,Yes,Yes
Theque,https://www.zomato.com/durgapur/durgapur-locality-restaurants?page=2,4.1,"Durgapur Locality, Durgapur",Durgapur,Durgapur Locality,,Low,1101,Casual Dining,2022,Yes,Yes,200.0,Yes,Yes
The Legend  Talk Of The City,https://www.zomato.com/durgapur/durgapur-locality-restaurants?page=2,3.8,"Durgapur Locality, Durgapur",Durgapur,Durgapur Locality,,Low,1411,Casual Dining,2574,No,No,250.0,No,No
KFC,https://www.zomato.com/rourkela/chhend-colony-restaurants?page=1,4.2,"Chhend Colony, Rourkela",Rourkela,Chhend Colony,,Low,434,Casual Dining,743,Yes,Yes,200.0,No,Yes
One Bite,https://www.zomato.com/rourkela/chhend-colony-restaurants?page=1,4.0,"Chhend Colony, Rourkela",Rourkela,Chhend Colony,,Low,670,Casual Dining,2208,Yes,No,200.0,No,Yes
Angethi's,https://www.zomato.com/rourkela/chhend-colony-restaurants?page=1,3.7,"Chhend Colony, Rourkela",Rourkela,Chhend Colony,,Low,719,Casual Dining,1646,Yes,No,250.0,No,Yes
Zaiqua Restaurant,https://www.zomato.com/rourkela/chhend-colony-restaurants?page=1,3.9,"Chhend Colony, Rourkela",Rourkela,Chhend Colony,,Low,1829,Casual Dining,2316,Yes,Yes,100.0,Yes,Yes
Domino's Pizza,https://www.zomato.com/rourkela/chhend-colony-restaurants?page=1,4.3,"Chhend Colony, Rourkela",Rourkela,Chhend Colony,,Low,1166,Casual Dining,2777,Yes,Yes,100.0,No,Yes
Chandans Fine Dining Restaurant,https://www.zomato.com/rourkela/chhend-colony-restaurants?page=1,4.1,"Chhend Colony, Rourkela",Rourkela,Chhend Colony,,Low,178,Casual Dining,503,Yes,Yes,150.0,Yes,Yes
La Pino'z Pizza,https://www.zomato.com/rourkela/chhend-colony-restaurants?page=1,4.2,"Chhend Colony, Rourkela",Rourkela,Chhend Colony,,Low,1905,Casual Dining,4344,No,No,200.0,No,No
The Prakash Kitchen & Biryani Point,https://www.zomato.com/rourkela/chhend-colony-restaurants?page=1,4.1,"Chhend Colony, Rourkela",Rourkela,Chhend Colony,,Low,334,Casual Dining,756,No,No,100.0,No,No
French Pastry & Cakes,https://www.zomato.com/rourkela/chhend-colony-restaurants?page=1,3.2,"Chhend Colony, Rourkela",Rourkela,Chhend Colony,,Low,1605,Casual Dining,1831,Yes,Yes,250.0,Yes,Yes
KFC,https://www.zomato.com/rourkela/chhend-colony-restaurants?page=2,4.2,"Chhend Colony, Rourkela",Rourkela,Chhend Colony,,Low,989,Casual Dining,1602,Yes,Yes,200.0,Yes,Yes
One Bite,https://www.zomato.com/rourkela/chhend-colony-restaurants?page=2,4.0,"Chhend Colony, Rourkela",Rourkela,Chhend Colony,,Low,636,Casual Dining,870,Yes,No,200.0,Yes,Yes
Angethi's,https://www.zomato.com/rourkela/chhend-colony-restaurants?page=2,3.7,"Chhend Colony, Rourkela",Rourkela,Chhend Colony,,Low,1179,Casual Dining,2203,No,No,250.0,No,No
Zaiqua Restaurant,https://www.zomato.com/rourkela/chhend-colony-restaurants?page=2,3.9,"Chhend Colony, Rourkela",Rourkela,Chhend Colony,,Low,212,Casual Dining,656,Yes,No,100.0,Yes,Yes
Domino's Pizza,https://www.zomato.com/rourkela/chhend-colony-restaurants?page=2,4.3,"Chhend Colony, Rourkela",Rourkela,Chhend Colony,,Low,864,Casual Dining,2867,No,Yes,100.0,No,No
Chandans Fine Dining Restaurant,https://www.zomato.com/rourkela/chhend-colony-restaurants?page=2,4.1,"Chhend Colony, Rourkela",Rourkela,Chhend Colony,,Low,760,Casual Dining,920,No,No,150.0,No,No
La Pino'z Pizza,https://www.zomato.com/rourkela/chhend-colony-restaurants?page=2,4.2,"Chhend Colony, Rourkela",Rourkela,Chhend Colony,,Low,884,Casual Dining,1659,Yes,No,200.0,No,Yes
The Prakash Kitchen & Biryani Point,https://www.zomato.com/rourkela/chhend-colony-restaurants?page=2,4.1,"Chhend Colony, Rourkela",Rourkela,Chhend Colony,,Low,3102,Casual Dining,3739,No,No,100.0,No,No
French Pastry & Cakes,https://www.zomato.com/rourkela/chhend-colony-restaurants?page=2,3.2,"Chhend Colony, Rourkela",Rourkela,Chhend Colony,,Low,2031,Casual Dining,2635,Yes,No,250.0,Yes,Yes
Zaiqua Restaurant,https://www.zomato.com/rourkela/udit-nagar-restaurants?page=1,3.9,"Udit Nagar, Rourkela",Rourkela,Udit Nagar,,Low,1466,Casual Dining,2159,Yes,Yes,100.0,Yes,Yes
La Pino'z Pizza,https://www.zomato.com/rourkela/udit-nagar-restaurants?page=1,4.2,"Udit Nagar, Rourkela",Rourkela,Udit Nagar,,Low,874,Casual Dining,1271,Yes,Yes,200.0,Yes,Yes
Chandans Fine Dining Restaurant,https://www.zomato.com/rourkela/udit-nagar-restaurants?page=1,4.1,"Udit Nagar, Rourkela",Rourkela,Udit Nagar,,Low,1438,Casual Dining,1994,Yes,Yes,150.0,Yes,Yes
Angethi's,https://www.zomato.com/rourkela/udit-nagar-restaurants?page=1,3.7,"Udit Nagar, Rourkela",Rourkela,Udit Nagar,,Low,1076,Casual Dining,1967,No,No,250.0,No,No
Domino's Pizza,https://www.zomato.com/rourkela/udit-nagar-restaurants?page=1,4.1,"Udit Nagar, Rourkela",Rourkela,Udit Nagar,,Low,213,Casual Dining,481,Yes,Yes,100.0,Yes,Yes
Apna Hotel,https://www.zomato.com/rourkela/udit-nagar-restaurants?page=1,4.1,"Udit Nagar, Rourkela",Rourkela,Udit Nagar,,Low,861,Casual Dining,2045,No,Yes,100.0,No,No
Pizza Den,https://www.zomato.com/rourkela/udit-nagar-restaurants?page=1,4.1,"Udit Nagar, Rourkela",Rourkela,Udit Nagar,"Bakery, Burger, Pizza",Low,1203,Fast Food,3606,Yes,No,100.0,No,Yes
Hotel Garden,https://www.zomato.com/rourkela/udit-nagar-restaurants?page=1,4.1,"Udit Nagar, Rourkela",Rourkela,Udit Nagar,,Low,2888,Casual Dining,4616,No,No,150.0,No,No
French Pastry & Cakes,https://www.zomato.com/rourkela/udit-nagar-restaurants?page=1,3.2,"Udit Nagar, Rourkela",Rourkela,Udit Nagar,,Low,325,Casual Dining,940,Yes,Yes,250.0,Yes,Yes
Zaiqua Restaurant,https://www.zomato.com/rourkela/udit-nagar-restaurants?page=2,3.9,"Udit Nagar, Rourkela",Rourkela,Udit Nagar,,Low,2594,Casual Dining,3327,Yes,Yes,100.0,Yes,Yes
La Pino'z Pizza,https://www.zomato.com/rourkela/udit-nagar-restaurants?page=2,4.2,"Udit Nagar, Rourkela",Rourkela,Udit Nagar,,Low,3175,Casual Dining,4399,Yes,Yes,200.0,Yes,Yes
Chandans Fine Dining Restaurant,https://www.zomato.com/rourkela/udit-nagar-restaurants?page=2,4.1,"Udit Nagar, Rourkela",Rourkela,Udit Nagar,,Low,3365,Casual Dining,3809,No,No,150.0,No,No
Angethi's,https://www.zomato.com/rourkela/udit-nagar-restaurants?page=2,3.7,"Udit Nagar, Rourkela",Rourkela,Udit Nagar,,Low,1827,Casual Dining,2231,No,No,250.0,No,No
Domino's Pizza,https://www.zomato.com/rourkela/udit-nagar-restaurants?page=2,4.1,"Udit Nagar, Rourkela",Rourkela,Udit Nagar,,Low,1084,Casual Dining,2292,Yes,Yes,100.0,No,Yes
Apna Hotel,https://www.zomato.com/rourkela/udit-nagar-restaurants?page=2,4.1,"Udit Nagar, Rourkela",Rourkela,Udit Nagar,,Low,435,Casual Dining,1167,Yes,No,100.0,Yes,Yes
Pizza Den,https://www.zomato.com/rourkela/udit-nagar-restaurants?page=2,4.1,"Udit Nagar, Rourkela",Rourkela,Udit Nagar,"Bakery, Burger, Pizza",Low,1511,Fast Food,2362,Yes,No,100.0,Yes,Yes
Hotel Garden,https://www.zomato.com/rourkela/udit-nagar-restaurants?page=2,4.1,"Udit Nagar, Rourkela",Rourkela,Udit Nagar,,Low,538,Casual Dining,723,Yes,No,150.0,No,Yes
French Pastry & Cakes,https://www.zomato.com/rourkela/udit-nagar-restaurants?page=2,3.2,"Udit Nagar, Rourkela",Rourkela,Udit Nagar,,Low,815,Casual Dining,1802,Yes,Yes,250.0,No,Yes
The Renuka,https://www.zomato.com/rourkela/sector-6-restaurants?page=1,3.8,"Sector 6, Rourkela",Rourkela,Sector 6,,Low,907,Casual Dining,1536,No,Yes,150.0,No,No
Domino's Pizza,https://www.zomato.com/rourkela/sector-6-restaurants?page=1,4.3,"Sector 6, Rourkela",Rourkela,Sector 6,,Low,578,Casual Dining,1134,Yes,No,80.0,Yes,Yes
Zaiqua Restaurant,https://www.zomato.com/rourkela/sector-6-restaurants?page=1,3.9,"Sector 6, Rourkela",Rourkela,Sector 6,,Low,2097,Casual Dining,2760,Yes,Yes,100.0,Yes,Yes
Madhuban Restaurant,https://www.zomato.com/rourkela/sector-6-restaurants?page=1,4.1,"Sector 6, Rourkela",Rourkela,Sector 6,"North Indian, South Indian, Chinese, Pizza, Sandwich, Rolls, Mithai, Shake",Low,2269,Fast Food,2847,Yes,No,250.0,Yes,Yes
Pizza Den,https://www.zomato.com/rourkela/sector-6-restaurants?page=1,4.1,"Sector 6, Rourkela",Rourkela,Sector 6,"Bakery, Burger, Pizza",Low,1928,Fast Food,3897,Yes,No,100.0,Yes,Yes
Anandaloke Restaurant,https://www.zomato.com/rourkela/sector-6-restaurants?page=1,4.2,"Sector 6, Rourkela",Rourkela,Sector 6,,Low,406,Casual Dining,638,No,No,150.0,No,No
KFC,https://www.zomato.com/rourkela/sector-6-restaurants?page=1,4.2,"Sector 6, Rourkela",Rourkela,Sector 6,,Low,301,Casual Dining,958,Yes,No,200.0,Yes,Yes
Al - Afza Restaurant & Caterer,https://www.zomato.com/rourkela/sector-6-restaurants?page=1,4.0,"Sector 6, Rourkela",Rourkela,Sector 6,,Low,1913,Casual Dining,3412,No,No,200.0,No,No
French Pastry & Cakes,https://www.zomato.com/rourkela/sector-6-restaurants?page=1,3.2,"Sector 6, Rourkela",Rourkela,Sector 6,,Low,3201,Casual Dining,4096,Yes,No,250.0,Yes,Yes
The Renuka,https://www.zomato.com/rourkela/sector-6-restaurants?page=2,3.8,"Sector 6, Rourkela",Rourkela,Sector 6,,Low,1374,Casual Dining,2504,No,No,150.0,No,No
Domino's Pizza,https://www.zomato.com/rourkela/sector-6-restaurants?page=2,4.3,"Sector 6, Rourkela",Rourkela,Sector 6,,Low,2503,Casual Dining,3763,Yes,Yes,80.0,Yes,Yes
Zaiqua Restaurant,https://www.zomato.com/rourkela/sector-6-restaurants?page=2,3.9,"Sector 6, Rourkela",Rourkela,Sector 6,,Low,354,Casual Dining,782,Yes,No,100.0,Yes,Yes
Madhuban Restaurant,https://www.zomato.com/rourkela/sector-6-restaurants?page=2,4.1,"Sector 6, Rourkela",Rourkela,Sector 6,"North Indian, South Indian, Chinese, Pizza, Sandwich, Rolls, Mithai, Shake",Low,3267,Fast Food,4314,Yes,No,250.0,No,Yes
Pizza Den,https://www.zomato.com/rourkela/sector-6-restaurants?page=2,4.1,"Sector 6, Rourkela",Rourkela,Sector 6,"Bakery, Burger, Pizza",Low,1798,Fast Food,3038,No,No,100.0,No,No
Anandaloke Restaurant,https://www.zomato.com/rourkela/sector-6-restaurants?page=2,4.2,"Sector 6, Rourkela",Rourkela,Sector 6,,Low,2024,Casual Dining,2451,Yes,Yes,150.0,Yes,Yes
KFC,https://www.zomato.com/rourkela/sector-6-restaurants?page=2,4.2,"Sector 6, Rourkela",Rourkela,Sector 6,,Low,2490,Casual Dining,3208,Yes,No,200.0,Yes,Yes
Al - Afza Restaurant & Caterer,https://www.zomato.com/rourkela/sector-6-restaurants?page=2,4.0,"Sector 6, Rourkela",Rourkela,Sector 6,,Low,312,Casual Dining,659,Yes,No,200.0,No,Yes
French Pastry & Cakes,https://www.zomato.com/rourkela/sector-6-restaurants?page=2,3.2,"Sector 6, Rourkela",Rourkela,Sector 6,,Low,1151,Casual Dining,1651,Yes,No,250.0,Yes,Yes
The Renuka,https://www.zomato.com/rourkela/koel-nagar-restaurants?page=1,3.8,"Koel Nagar, Rourkela",Rourkela,Koel Nagar,,Low,366,Casual Dining,818,Yes,Yes,150.0,Yes,Yes
Domino's Pizza,https://www.zomato.com/rourkela/koel-nagar-restaurants?page=1,4.3,"Koel Nagar, Rourkela",Rourkela,Koel Nagar,,Low,617,Casual Dining,730,No,Yes,80.0,No,No
The Park Restro And Lounge,https://www.zomato.com/rourkela/koel-nagar-restaurants?page=1,4.2,"Koel Nagar, Rourkela",Rourkela,Koel Nagar,,Medium,1069,Casual Dining,1217,Yes,No,400.0,No,Yes
Madhuban Restaurant,https://www.zomato.com/rourkela/koel-nagar-restaurants?page=1,4.1,"Koel Nagar, Rourkela",Rourkela,Koel Nagar,"North Indian, South Indian, Chinese, Pizza, Sandwich, Rolls, Mithai, Shake",Low,730,Fast Food,1513,No,No,250.0,No,No
Biryani Box,https://www.zomato.com/rourkela/koel-nagar-restaurants?page=1,3.6,"Koel Nagar, Rourkela",Rourkela,Koel Nagar,,Low,2982,Casual Dining,3879,Yes,No,150.0,Yes,Yes
Zaiqua Restaurant,https://www.zomato.com/rourkela/koel-nagar-restaurants?page=1,3.9,"Koel Nagar, Rourkela",Rourkela,Koel Nagar,,Low,364,Casual Dining,691,No,No,100.0,No,No
Bigguys Wings & Burgers,https://www.zomato.com/rourkela/koel-nagar-restaurants?page=1,4.4,"Koel Nagar, Rourkela",Rourkela,Koel Nagar,,Low,867,Casual Dining,1353,Yes,Yes,100.0,No,Yes
Anandaloke Restaurant,https://www.zomato.com/rourkela/koel-nagar-restaurants?page=1,4.2,"Koel Nagar, Rourkela",Rourkela,Koel Nagar,,Low,1803,Casual Dining,2166,Yes,No,150.0,Yes,Yes
French Pastry & Cakes,https://www.zomato.com/rourkela/koel-nagar-restaurants?page=1,3.2,"Koel Nagar, Rourkela",Rourkela,Koel Nagar,,Low,2063,Casual Dining,3089,Yes,No,250.0,Yes,Yes
The Renuka,https://www.zomato.com/rourkela/koel-nagar-restaurants?page=2,3.8,"Koel Nagar, Rourkela",Rourkela,Koel Nagar,,Low,492,Casual Dining,1370,Yes,No,150.0,Yes,Yes
Domino's Pizza,https://www.zomato.com/rourkela/koel-nagar-restaurants?page=2,4.3,"Koel Nagar, Rourkela",Rourkela,Koel Nagar,,Low,755,Casual Dining,2081,Yes,Yes,80.0,Yes,Yes
The Park Restro And Lounge,https://www.zomato.com/rourkela/koel-nagar-restaurants?page=2,4.2,"Koel Nagar, Rourkela",Rourkela,Koel Nagar,,Medium,422,Casual Dining,545,Yes,No,400.0,No,Yes
Madhuban Restaurant,https://www.zomato.com/rourkela/koel-nagar-restaurants?page=2,4.1,"Koel Nagar, Rourkela",Rourkela,Koel Nagar,"North Indian, South Indian, Chinese, Pizza, Sandwich, Rolls, Mithai, Shake",Low,675,Fast Food,838,Yes,No,250.0,Yes,Yes
Biryani Box,https://www.zomato.com/rourkela/koel-nagar-restaurants?page=2,3.6,"Koel Nagar, Rourkela",Rourkela,Koel Nagar,,Low,2911,Casual Dining,3415,Yes,No,150.0,Yes,Yes
Zaiqua Restaurant,https://www.zomato.com/rourkela/koel-nagar-restaurants?page=2,3.9,"Koel Nagar, Rourkela",Rourkela,Koel Nagar,,Low,1448,Casual Dining,2359,Yes,Yes,100.0,Yes,Yes
Bigguys Wings & Burgers,https://www.zomato.com/rourkela/koel-nagar-restaurants?page=2,4.4,"Koel Nagar, Rourkela",Rourkela,Koel Nagar,,Low,3690,Casual Dining,4612,Yes,Yes,100.0,Yes,Yes
Anandaloke Restaurant,https://www.zomato.com/rourkela/koel-nagar-restaurants?page=2,4.2,"Koel Nagar, Rourkela",Rourkela,Koel Nagar,,Low,2728,Casual Dining,3434,No,No,150.0,No,No
French Pastry & Cakes,https://www.zomato.com/rourkela/koel-nagar-restaurants?page=2,3.2,"Koel Nagar, Rourkela",Rourkela,Koel Nagar,,Low,2981,Casual Dining,3579,No,No,250.0,No,No
Chandans Fine Dining Restaurant,https://www.zomato.com/rourkela/raghunathpali-restaurants?page=1,4.1,"Raghunathpali, Rourkela",Rourkela,Raghunathpali,,Low,614,Casual Dining,1379,Yes,Yes,150.0,Yes,Yes
One Bite,https://www.zomato.com/rourkela/raghunathpali-restaurants?page=1,4.0,"Raghunathpali, Rourkela",Rourkela,Raghunathpali,,Low,3749,Casual Dining,4195,Yes,No,200.0,Yes,Yes
KFC,https://www.zomato.com/rourkela/raghunathpali-restaurants?page=1,4.1,"Raghunathpali, Rourkela",Rourkela,Raghunathpali,,Low,903,Casual Dining,1380,No,No,200.0,No,No
Apna Hotel,https://www.zomato.com/rourkela/raghunathpali-restaurants?page=1,4.1,"Raghunathpali, Rourkela",Rourkela,Raghunathpali,,Low,613,Casual Dining,1703,Yes,Yes,100.0,Yes,Yes
La Pino'z Pizza,https://www.zomato.com/rourkela/raghunathpali-restaurants?page=1,4.2,"Raghunathpali, Rourkela",Rourkela,Raghunathpali,,Low,1643,Casual Dining,2494,No,Yes,200.0,No,No
Zaiqua Restaurant,https://www.zomato.com/rourkela/raghunathpali-restaurants?page=1,3.9,"Raghunathpali, Rourkela",Rourkela,Raghunathpali,,Low,1278,Casual Dining,3679,No,No,100.0,No,No
WOW! Chicken by WOW! Momo,https://www.zomato.com/rourkela/raghunathpali-restaurants?page=1,3.8,"Raghunathpali, Rourkela",Rourkela,Raghunathpali,,Low,1344,Casual Dining,1505,No,Yes,150.0,No,No
Angethi's,https://www.zomato.com/rourkela/raghunathpali-restaurants?page=1,3.7,"Raghunathpali, Rourkela",Rourkela,Raghunathpali,,Low,2577,Casual Dining,2922,Yes,No,250.0,No,Yes
French Pastry & Cakes,https://www.zomato.com/rourkela/raghunathpali-restaurants?page=1,3.2,"Raghunathpali, Rourkela",Rourkela,Raghunathpali,,Low,940,Casual Dining,1100,Yes,Yes,250.0,No,Yes
Chandans Fine Dining Restaurant,https://www.zomato.com/rourkela/raghunathpali-restaurants?page=2,4.1,"Raghunathpali, Rourkela",Rourkela,Raghunathpali,,Low,1206,Casual Dining,2589,No,Yes,150.0,No,No
One Bite,https://www.zomato.com/rourkela/raghunathpali-restaurants?page=2,4.0,"Raghunathpali, Rourkela",Rourkela,Raghunathpali,,Low,1356,Casual Dining,2373,Yes,No,200.0,Yes,Yes
KFC,https://www.zomato.com/rourkela/raghunathpali-restaurants?page=2,4.1,"Raghunathpali, Rourkela",Rourkela,Raghunathpali,,Low,1816,Casual Dining,3169,Yes,Yes,200.0,Yes,Yes
Apna Hotel,https://www.zomato.com/rourkela/raghunathpali-restaurants?page=2,4.1,"Raghunathpali, Rourkela",Rourkela,Raghunathpali,,Low,142,Casual Dining,164,No,Yes,100.0,No,No
La Pino'z Pizza,https://www.zomato.com/rourkela/raghunathpali-restaurants?page=2,4.2,"Raghunathpali, Rourkela",Rourkela,Raghunathpali,,Low,1120,Casual Dining,2341,Yes,Yes,200.0,No,Yes
Zaiqua Restaurant,https://www.zomato.com/rourkela/raghunathpali-restaurants?page=2,3.9,"Raghunathpali, Rourkela",Rourkela,Raghunathpali,,Low,849,Casual Dining,950,No,Yes,100.0,No,No
WOW! Chicken by WOW! Momo,https://www.zomato.com/rourkela/raghunathpali-restaurants?page=2,3.8,"Raghunathpali, Rourkela",Rourkela,Raghunathpali,,Low,1501,Casual Dining,2851,Yes,Yes,150.0,Yes,Yes
Angethi's,https://www.zomato.com/rourkela/raghunathpali-restaurants?page=2,3.7,"Raghunathpali, Rourkela",Rourkela,Raghunathpali,,Low,598,Casual Dining,905,No,No,250.0,No,No
French Pastry & Cakes,https://www.zomato.com/rourkela/raghunathpali-restaurants?page=2,3.2,"Raghunathpali, Rourkela",Rourkela,Raghunathpali,,Low,1538,Casual Dining,4254,Yes,No,250.0,Yes,Yes
Zaiqua Restaurant,https://www.zomato.com/rourkela/raurkela-industrialship-restaurants?page=1,3.9,"Raurkela Industrialship, Rourkela",Rourkela,Raurkela Industrialship,,Low,1256,Casual Dining,1716,Yes,No,100.0,No,Yes
Domino's Pizza,https://www.zomato.com/rourkela/raurkela-industrialship-restaurants?page=1,4.3,"Raurkela Industrialship, Rourkela",Rourkela,Raurkela Industrialship,,Low,1886,Casual Dining,2157,Yes,Yes,80.0,No,Yes
Anandaloke Restaurant,https://www.zomato.com/rourkela/raurkela-industrialship-restaurants?page=1,4.2,"Raurkela Industrialship, Rourkela",Rourkela,Raurkela Industrialship,,Low,787,Casual Dining,1016,No,Yes,150.0,No,No
Hotel Garden,https://www.zomato.com/rourkela/raurkela-industrialship-restaurants?page=1,4.1,"Raurkela Industrialship, Rourkela",Rourkela,Raurkela Industrialship,,Low,2298,Casual Dining,3078,Yes,Yes,150.0,Yes,Yes
KFC,https://www.zomato.com/rourkela/raurkela-industrialship-restaurants?page=1,4.2,"Raurkela Industrialship, Rourkela",Rourkela,Raurkela Industrialship,,Low,292,Casual Dining,457,Yes,No,200.0,No,Yes
Al - Afza Restaurant & Caterer,https://www.zomato.com/rourkela/raurkela-industrialship-restaurants?page=1,4.0,"Raurkela Industrialship, Rourkela",Rourkela,Raurkela Industrialship,,Low,386,Casual Dining,497,No,No,200.0,No,No
La Pino'z Pizza,https://www.zomato.com/rourkela/raurkela-industrialship-restaurants?page=1,4.2,"Raurkela Industrialship, Rourkela",Rourkela,Raurkela Industrialship,,Low,1028,Casual Dining,2463,No,Yes,200.0,No,No
The Prakash Kitchen & Biryani Point,https://www.zomato.com/rourkela/raurkela-industrialship-restaurants?page=1,4.1,"Raurkela Industrialship, Rourkela",Rourkela,Raurkela Industrialship,,Low,1741,Casual Dining,2714,No,No,100.0,No,No
